'NOFACTURA','FECHA','NOVENTA','RFCCLIENTE'
18356,29/09/14,175350,'CAMH020810CAM'
18357,21/05/13,176665,'PAMI010226P16'
18358,13/07/13,4832,'HEQL881113Q17'
18359,08/10/13,431853,'ALMF760508M43'
18360,18/05/13,300604,'GOAS650320A59'
18361,25/01/10,299487,'GULD960325G38'
18362,21/04/15,464547,'LEMI830620M10'
18363,17/12/10,338533,'DOJA890314J38'
18364,14/12/16,42452,'MONM940317M56'
18365,18/08/11,461870,'SAAM830501S22'
18366,25/09/10,310791,'DOSN740611S12'
18367,16/04/11,82120,'FEEG661005E17'
18368,02/05/10,164555,'MOOJ680429O35'
18369,11/05/13,124779,'MOPN721125M38'
18370,28/01/14,56095,'SAVM910902S31'
18371,17/08/11,330908,'DODJ650419DOD'
18372,27/07/12,92997,'ALFM511217F49'
18373,25/10/16,105522,'NUAP580204A16'
18374,19/04/14,208947,'NUCM760923C38'
18375,07/01/17,529914,'CACI681125C19'
18376,03/01/13,553962,'DESM960223D7'
18377,12/01/11,24362,'LUBN750912L52'
18378,03/03/11,201516,'NUFE690603F24'
18379,04/08/12,255919,'BRSN471215S8'
18380,02/02/12,259836,'URJA860314URJ'
18381,01/11/15,477820,'GODJ431111D7'
18382,06/10/12,14145,'DOD020517DOD'
18383,19/01/14,355506,'FEHA490429H39'
18384,25/04/11,101257,'DEVA781227D10'
18385,24/12/11,33690,'PECI770422P34'
18386,14/06/16,19808,'COFA690811C35'
18387,07/05/11,86037,'LUGJ001119LUG'
18388,13/11/10,79604,'LEGR480710G27'
18389,02/03/16,235587,'BLDF630222B11'
18390,01/01/17,541672,'CALE640717L32'
18391,27/07/14,370416,'MOMA601123M45'
18392,08/02/10,202017,'LODJ600405L23'
18393,24/06/15,419935,'DELA660425L36'
18394,25/10/16,9396,'NUGA010321NUG'
18395,22/10/11,148749,'LEAA670425A10'
18396,20/07/12,295362,'CEMJ761228C43'
18397,20/06/14,230839,'GUAL790301A7'
18398,27/02/14,133374,'URI961009GRI'
18399,24/04/12,431365,'FUBG601018B11'
18400,28/09/13,280437,'ESC070502NVM'
18401,30/05/11,541026,'CAUC810417U57'
18402,26/03/12,428014,'ANCA400312C26'
18403,02/12/13,27796,'CORN800801C31'
18404,14/12/16,388645,'OLIE671115I50'
18405,07/04/10,241515,'DERD021121D33'
18406,02/12/16,223375,'ALVR400229V11'
18407,13/07/13,292437,'GOCA480213C31'
18408,12/04/10,102956,'PRME640821M24'
18409,18/11/15,429109,'MOVS890520M42'
18410,19/05/16,75865,'COBM801011B30'
18411,06/08/13,76909,'PRCE691218C18'
18412,04/06/10,557143,'BAGV490304G22'
18413,31/07/16,141862,'CAFA400502F21'
18414,06/06/12,159712,'HIRM090309H27'
18415,14/02/12,101177,'SAPR761031P37'
18416,13/08/10,123426,'LOYR821013LOY'
18417,30/07/11,176991,'PIVS470905V11'
18418,29/12/14,425669,'ROBM720402B0'
18419,22/01/10,388959,'CAR950118YKS'
18420,21/05/15,414150,'MOFA520302F13'
18421,13/08/16,145048,'ROGS630909G41'
18422,07/07/11,457154,'DEMS660924D34'
18423,08/10/11,247609,'ROAE720722A16'
18424,07/11/16,440814,'SER880512UBW'
18425,19/10/15,206381,'PISA420612S44'
18426,01/03/14,440761,'MAFI711123M50'
18427,16/06/12,259678,'ORSA491022S7'
18428,02/12/14,251460,'MAGL460928G50'
18429,22/02/11,552344,'BRAI660820A21'
18430,18/05/14,298864,'PASM730317P47'
18431,12/07/16,300548,'PRUG481005U3'
18432,15/07/15,52906,'VABA480610B46'
18433,17/08/15,191880,'ESNR810218E18'
18434,01/12/14,207972,'NAPG640321P16'
18435,04/10/16,236320,'GUYE070727G34'
18436,31/08/16,406206,'SAPH610310P29'
18437,08/07/12,400560,'DOGJ720715G36'
18438,03/04/11,500500,'NUBU640222B11'
18439,20/08/13,548672,'MOON790616MOO'
18440,20/06/12,93152,'OCPR020806O5'
18441,19/11/13,82964,'SAOT780602O37'
18442,11/11/16,382458,'VAPM030521V20'
18443,06/02/11,527819,'VAMN810615M56'
18444,22/07/13,425830,'VIQI690626VIQ'
18445,07/03/12,560772,'COMI490113M19'
18446,11/05/12,273300,'RAFR891222R24'
18447,15/02/11,466452,'PIRJ760502P25'
18448,28/06/13,81985,'MAPE630225M40'
18449,28/09/16,81916,'BULP870723B22'
18450,17/01/15,97277,'DONM771126N8'
18451,23/01/11,234294,'VIDJ560627D30'
18452,27/08/15,30720,'VEAL991116V21'
18453,19/09/15,20802,'CAME920327C39'
18454,11/10/13,338181,'GACH650324C40'
18455,26/03/12,32067,'MOSA790508S32'
18456,16/09/10,378585,'REJC650411J18'
18457,06/03/14,115375,'ALCF820528A16'
18458,07/01/17,234553,'CAPA821212P38'
18459,08/12/12,517613,'RADM640804D17'
18460,16/10/11,120530,'GUNA960602G33'
18461,09/02/12,400620,'CALM721007C37'
18462,13/02/13,318498,'LAS880323VYP'
18463,08/07/15,293945,'CORL500108R14'
18464,23/10/14,216312,'CAHE710805H40'
18465,03/08/13,87051,'MAIM780613MAI'
18466,05/11/14,521945,'NAON480911O10'
18467,26/02/15,435882,'SAIM690809I30'
18468,05/12/12,327356,'MAAF050720M31'
18469,15/04/10,223196,'VIIH760213V2'
18470,27/09/15,453351,'BROM471211O26'
18471,01/03/14,82416,'ALGI750704G57'
18472,12/01/16,55707,'MODR591205D2'
18473,30/12/15,15016,'GUMI600910G53'
18474,31/07/15,473351,'MERC590908R32'
18475,23/09/14,7830,'SAAA051121S0'
18476,31/10/10,326437,'CRRI940906C4'
18477,03/02/16,79575,'VAHD791019H17'
18478,23/12/12,304999,'LOSE580717S32'
18479,22/07/13,440095,'ESC050605YOK'
18480,11/12/15,472656,'HIRC740730H12'
18481,05/04/16,142070,'ROOJ831107R54'
18482,22/08/11,516926,'MAMR830524M22'
18483,27/02/15,188907,'ROAR830602A55'
18484,26/12/13,44254,'CACD031128C23'
18485,15/05/13,217645,'DELA950412D9'
18486,19/03/11,329587,'ESC070728FQP'
18487,07/01/14,277736,'NECM720825C39'
18488,06/11/16,283774,'RODE731026R47'
18489,07/08/14,468639,'VABG700616V1'
18490,25/08/12,558137,'BRSC660603B1'
18491,22/08/14,289837,'BON050330PLK'
18492,28/01/13,210090,'RUVE031102R28'
18493,24/03/17,390729,'IGOA630525I3'
18494,25/04/10,230813,'FEGU470620G12'
18495,18/01/12,25450,'HEMA581026M53'
18496,07/09/14,113935,'SACE460325C48'
18497,08/02/14,561109,'SOPJ841017S1'
18498,06/10/15,465870,'HEPJ710209H48'
18499,11/08/10,91143,'SABE670927S33'
18500,23/02/12,201158,'ESNO030405E41'
18501,15/04/10,31777,'HESE510607S28'
18502,09/04/12,102974,'SALT620318S25'
18503,15/12/11,536204,'VIAE610807A43'
18504,18/06/15,530876,'SAMJ760622SAM'
18505,25/08/13,411316,'CEN961213PDC'
18506,23/08/13,246280,'MAAE560320A20'
18507,12/04/13,59695,'PEVJ601009V18'
18508,10/07/16,112223,'MIAE040929M8'
18509,25/07/16,65989,'SOMN880821M20'
18510,27/02/10,78097,'CRGA780721G43'
18511,22/01/12,528741,'ALME631029M24'
18512,02/08/11,202161,'GODH970419G6'
18513,13/04/12,543466,'FEGJ941105F16'
18514,17/12/12,349871,'NEPR800624N36'
18515,04/11/15,414821,'MIGL661104M32'
18516,13/02/11,83134,'DIGJ670122D18'
18517,13/03/15,141087,'OTR850519NFG'
18518,31/05/16,141169,'VINO850119V4'
18519,03/05/15,145894,'DIGY090619D22'
18520,12/07/16,67572,'MABJ920212M47'
18521,27/06/10,443451,'CALF660210C3'
18522,10/12/13,221691,'ARME671029A34'
18523,04/10/10,116043,'COOU860722O5'
18524,18/07/13,16258,'ROMD100908R25'
18525,10/06/15,92518,'SAPJ590211P7'
18526,22/04/15,327122,'NUML710331N7'
18527,24/10/14,374480,'GOIL701220I15'
18528,30/04/16,39829,'NECD001016N30'
18529,22/09/13,82556,'MOVM920628MOV'
18530,28/09/13,237337,'SACT890811S46'
18531,12/05/12,242224,'GASS660405S50'
18532,02/11/11,444163,'DIML671217M35'
18533,27/12/14,139633,'CANM810110C57'
18534,04/01/11,58647,'ALME680312M18'
18535,28/09/11,81211,'VAMC970911V5'
15581,23/08/10,415545,'MOLA990222M18'
15582,30/03/14,215228,'ARCS650714C31'
15583,22/09/15,137409,'MIGN480720G16'
15584,17/10/10,300442,'SACE480416C39'
15585,04/05/11,395476,'COGN050614C27'
15586,26/04/12,80217,'SACJ860922S48'
15587,07/04/14,322226,'DOLS961013D55'
15588,05/09/10,327021,'COMR650204M35'
15589,21/05/12,76584,'SOMI710311M14'
15590,29/01/17,363110,'ESJE660331E24'
15591,22/04/11,185593,'BOJJ670609J43'
15592,03/06/16,103402,'OFF020824DQM'
15593,03/05/13,275977,'BOSE890828BOS'
15594,08/05/11,298090,'SAAJ790522A41'
15595,10/02/14,370696,'AGGE911020AGG'
15596,21/11/13,391401,'MADM751012D25'
15597,19/12/12,364302,'PEPL921205P40'
15598,20/03/16,426113,'HIDO730627D17'
15599,27/10/15,98071,'ORDD760927D58'
15600,09/02/15,196918,'OCDH520127D35'
15601,15/01/16,35807,'VICN671027V15'
15602,01/08/12,106896,'MUMA981121MUM'
15603,17/08/15,418860,'PAMA550513M30'
15604,08/12/13,131044,'GODJ710126G36'
15605,08/11/16,79923,'ROFC751010R22'
15606,26/05/16,178287,'FEAS911229F50'
15607,10/02/10,523559,'CAHE610814H41'
15608,31/05/11,293951,'VANA740529N6'
15609,26/11/16,359160,'VIMO680831M9'
15610,25/04/15,396767,'GIBP680809B9'
15611,29/08/11,434695,'FEVG830730V36'
15612,23/12/15,358557,'DEJI640901J34'
15613,09/11/11,409899,'VEGA680418G22'
15614,12/06/12,284706,'AGCL640329AGC'
15615,09/08/14,442817,'IGCE900901I59'
15616,23/10/10,378785,'NAFM501204F44'
15617,15/12/11,147705,'GOCI810727G41'
15618,22/07/12,375148,'CAFF950911CAF'
15619,31/05/16,529882,'ORAA710504ORA'
15620,02/11/14,431310,'GUSP980630G56'
15621,24/07/10,443370,'SOCO770317S55'
15622,24/09/16,550804,'MOBA470623B23'
15623,08/06/12,485639,'LISN731218S20'
15624,15/05/12,147630,'OLNM570309N23'
15625,21/11/14,155150,'MAVH650924M22'
15626,17/05/13,169902,'COVL860714V36'
15627,07/02/14,442147,'LOAE820417L16'
15628,09/07/11,116878,'RAPG810517R17'
15629,06/10/11,151454,'HESI491102S19'
15630,14/10/15,334234,'ARLF681130L38'
15631,26/12/14,332875,'CAFM771116C13'
15632,24/05/15,537826,'MOMG820206M10'
15633,29/04/12,536116,'QUGA040607QUG'
15634,25/05/11,320110,'SARD600219R57'
15635,29/07/15,205514,'SOGC760605SOG'
15636,29/10/13,207715,'FRNI950328F32'
15637,22/01/17,31664,'JIPJ860403P17'
15638,14/04/10,378825,'JUAM660926A42'
15639,03/07/11,8776,'MOAB670724M34'
15640,21/10/10,560101,'ROPH800220P31'
15641,11/09/15,142822,'VARJ030328V4'
15642,04/12/15,408250,'SODI780222S48'
15643,06/04/15,151156,'NAMA790710N13'
15644,10/09/14,556538,'LOAM680628A36'
15645,01/01/15,46366,'ALDM860219D8'
15646,12/02/15,295827,'FURE470416R54'
15647,26/03/12,444676,'HIMD760319H0'
15648,02/02/15,531732,'ROOA710921R10'
15649,20/02/10,204730,'VAAR730502V42'
15650,10/10/16,441366,'COGC881021G43'
15651,08/08/11,66700,'CAMD801229M38'
15652,27/09/13,86150,'MEMA490214M43'
15653,07/01/11,73393,'LODA711206D8'
15654,01/12/15,132206,'SAGR440413G20'
15655,25/05/15,491592,'DEDY681117D32'
15656,22/04/10,60336,'DECR490105C34'
15657,01/04/10,472851,'MOCI900511M20'
15658,01/07/13,301004,'VEHR830919H4'
15659,16/08/16,81167,'VIMV791125V17'
15660,16/08/14,555093,'OLMO500221M26'
15661,14/03/14,430310,'PANJ951209P38'
15662,29/03/15,195134,'COAA470811A0'
15663,01/10/15,346626,'DEHG650218D6'
15664,11/12/10,367546,'VIBM480423B29'
15665,13/05/13,421024,'PENC850829P32'
15666,15/02/15,204109,'MAPJ840721M10'
15667,25/07/10,149787,'IGSR870725I35'
15668,02/02/13,65661,'ALMI611213M3'
15669,21/12/11,289162,'MANR670911N38'
15670,02/05/10,68239,'ALCN090328A49'
15671,30/03/16,362866,'PEUN690308PEU'
15672,09/08/14,537299,'CASB580405S45'
15673,24/08/15,266093,'MOAN831018A31'
15674,02/06/11,49757,'MAOP711106O32'
15675,22/07/14,3213,'NADR000216N11'
15676,23/01/10,21612,'BOME791029BOM'
15677,09/12/10,371580,'GAHM601206H44'
15678,24/05/12,504640,'CRSM640725CRS'
15679,23/03/16,300969,'REBJ660820R58'
15680,23/05/12,154747,'FEDI750917D22'
15681,26/06/15,547277,'CRME701116M34'
15682,18/04/10,519245,'MAAE030202M47'
15683,29/11/13,165373,'FUAA600408A56'
15684,10/02/11,7849,'MIHC471209H40'
15685,06/12/14,182204,'FESM721212S32'
15686,08/02/17,475313,'LOMC100922L2'
15687,05/03/15,91487,'ROAD630223A31'
15688,06/04/15,222235,'LUPM720703P22'
15689,27/12/12,487907,'JIAM691010JIA'
15690,24/08/11,401289,'COAM690224C6'
15691,26/12/16,69624,'SAOM690814O59'
15692,24/05/16,162139,'PAMH740611M30'
15693,10/07/16,31025,'FUGF790205G8'
15694,31/03/11,488,'ABDI771129A42'
15695,19/08/16,165280,'GUSG650504G14'
15696,27/07/12,537242,'NEML810715M59'
15697,24/01/14,372080,'ALJF610717J46'
15698,18/05/10,78733,'HEMA530706M42'
15699,21/01/12,257740,'RECS400204C54'
15700,15/08/13,270953,'MODS700312M40'
15701,05/04/16,214850,'VEME880524V58'
15702,01/04/12,184256,'VASJ910711V20'
15703,30/09/15,277481,'CAML730128M41'
15704,19/04/14,150164,'SODN920920S11'
15705,25/12/10,234439,'MAAE010824M55'
15706,08/01/17,562528,'ALBA400405B45'
15707,15/06/12,197176,'BUDM780206B3'
15708,29/06/15,150389,'ESZL630505Z23'
15709,03/08/15,183337,'GUFR660205G38'
15710,06/04/15,274400,'VARC781006R9'
15711,25/10/10,319840,'NANA610110N34'
15712,09/01/14,413941,'FLGN410319G19'
15713,15/11/16,3080,'GAGL520317G47'
15714,19/01/11,304047,'VASA510603S51'
15715,30/01/13,247683,'GAHR611203H44'
15716,11/03/11,521092,'COGN830428C12'
15717,07/01/11,473102,'GUII641117G19'
15718,29/03/10,292544,'HEVS820418V39'
15719,09/09/13,259541,'ORSA540227S10'
15720,21/02/10,179879,'PRDY400728D10'
15721,07/03/14,105366,'BREL630307E37'
15722,27/12/14,370086,'REDM530721D0'
15723,06/06/10,552178,'VEPY891019P37'
15724,09/05/15,447225,'SOAM660603A12'
15725,31/03/13,456888,'BAFA490611F55'
15726,01/07/13,321494,'MONB550715N29'
15727,23/03/14,250753,'ESC820910EOL'
15728,22/03/10,260206,'BRLA641109B7'
15729,30/09/12,539586,'APP100722XCU'
15730,05/05/13,466101,'ABRR600529R33'
15731,30/09/14,222192,'GAAP590513A46'
15732,12/09/16,224186,'CRAS560415A25'
15733,07/08/15,409258,'ALFF011108A34'
15734,10/09/12,106297,'GACE420311C7'
15735,05/07/15,15070,'LOCO650723C5'
15736,10/11/11,462998,'EUR861112NCU'
15737,26/07/14,237753,'FIAL990816F42'
15738,27/06/16,122576,'OCBH550830B21'
15739,08/04/13,14459,'ARCN800717C14'
15740,21/10/15,142116,'MAAN441123A23'
15741,22/07/14,109593,'FLFL870220F35'
15742,01/04/15,180130,'VEGM790908G34'
15743,19/06/13,108783,'SORM780317R17'
15744,22/06/10,531362,'MAMI440327M25'
15745,13/04/14,175957,'LEDE790609L4'
15746,17/02/16,375200,'DEF070416GCC'
15747,28/05/15,119621,'PRDB891030P59'
15748,12/06/16,137661,'MOAM720223A32'
15749,25/01/16,498360,'MUNM660530N2'
15750,17/10/10,356602,'MAIM780613MAI'
15751,02/04/17,480401,'IZCD020820I12'
15752,20/03/15,546000,'HIGL620712G37'
15753,20/02/11,159391,'RABM440701B48'
15754,07/06/12,5019,'ORML621004M32'
15755,10/12/12,489323,'DIVE870216D44'
15756,24/05/10,108142,'MORG720521M28'
15757,19/09/11,146474,'MALE861031L44'
15758,30/07/11,234001,'VEJC641125J4'
15759,11/04/10,26536,'RODX010615R25'
15760,13/09/10,231763,'GODA810320GOD'
15761,10/07/10,226848,'DEAI930322D3'
15762,28/02/16,382121,'MALM621002L43'
15763,04/01/14,443768,'JIMA700417M8'
15764,15/01/11,125553,'SACH840126S59'
15765,25/04/11,197986,'TVA001219TOB'
15766,17/11/10,560159,'GAGE880901G5'
15767,16/09/10,295441,'MOAM661026A24'
15768,25/01/10,213767,'NECD840617C19'
15769,20/07/11,256474,'ORCI670401O47'
15770,11/08/13,219147,'MOAL861129A6'
15771,20/01/14,205256,'DOFM070819D9'
15772,20/08/10,286875,'CRLA960619C8'
15773,06/06/14,313390,'PEFK890701P18'
15774,05/08/13,154010,'HEMS840314M19'
15775,07/05/16,196921,'NUDF060203N33'
15776,09/11/13,401442,'MAAT030725M47'
15777,21/10/15,355159,'NURI901115R45'
16369,27/01/15,264615,'MAPD640703P10'
16370,27/12/14,124095,'FEAD711009A56'
16371,25/08/16,193945,'NAVP500202V0'
16372,05/05/15,355151,'OCGM060125O23'
16373,01/03/16,364154,'SAGD681210G38'
16374,26/01/11,218569,'HIRD571116R46'
16375,08/10/14,94245,'ROSM831012R22'
16376,02/04/14,262394,'PAGX660626G15'
16377,28/05/10,439272,'CAMJ461029M23'
16378,27/08/16,353996,'CAJI630522C25'
16379,03/08/13,181577,'MOVA650509V25'
16380,13/09/13,261473,'HERE000704H0'
16381,14/01/17,268979,'BOFB041121BOF'
16382,31/01/14,249130,'ALLE030817A49'
16383,05/03/16,330639,'ZUFS520305F24'
16384,26/04/10,151480,'ALSH670417S45'
16385,02/08/13,32988,'VISR550409S52'
16386,09/10/11,363798,'LODN601004D45'
16387,17/08/16,391323,'VACG740506V20'
16388,05/06/16,35203,'ORDM840702O59'
16389,09/02/15,255316,'ALMB710629A30'
16390,02/09/10,329009,'AGOL801103O37'
16391,29/09/10,196625,'GAPI771216G25'
16392,08/03/15,457221,'HEVE700608V33'
16393,27/10/15,202967,'GULI650313G12'
16394,29/09/10,555082,'SACS920622S0'
16395,28/01/13,19987,'MASE631020S37'
16396,26/01/16,517233,'PESM690419S44'
16397,15/05/17,496665,'CEN871223AMC'
16398,17/09/14,125223,'DEDA640213D8'
16399,09/08/15,158470,'MAVV000126M58'
16400,14/03/14,366536,'CACD641019C50'
16401,03/06/12,403379,'VIFO570623F18'
16402,02/06/10,28093,'BEMI040202B54'
16403,10/01/16,75061,'HEVT580925V6'
16404,21/02/15,208048,'ROVC880810R6'
16405,25/04/17,560783,'PAJJ791209P17'
16406,21/11/16,477434,'HEGR020918H55'
16407,31/01/14,105835,'SACA870903C58'
16408,25/11/13,215074,'BEPC660130B40'
16409,08/03/12,93622,'VIDR440409D47'
16410,08/10/10,366077,'BEFF900605B59'
16411,25/12/15,412847,'DEP101203DEP'
16412,30/04/11,337465,'GIVR010314G8'
16413,01/04/17,304241,'VAVA780705V24'
16414,18/05/13,124932,'DUCA700430C15'
16415,06/06/13,75557,'LOIR750904L54'
16416,16/08/14,121257,'RAMJ610906M32'
16417,30/06/16,159031,'VAUM530823U8'
16418,26/03/14,430545,'HEPL621115P40'
16419,13/06/14,37222,'ASE840916ASE'
16420,12/02/10,363377,'ALNA521223N35'
16421,24/06/11,108461,'BOHA670608BOH'
16422,10/06/14,287637,'BUMD700613B16'
16423,06/06/13,329315,'JIVE671112V12'
16424,03/12/14,221054,'MOGM650315M50'
16425,23/04/13,248667,'GAPE650524G40'
16426,30/07/12,233559,'VEOR060808V1'
16427,17/10/12,96679,'BALG900523B2'
16428,25/08/13,112894,'LUFM690702L18'
16429,29/05/14,28568,'DEPF670724D48'
16430,26/07/10,556757,'MAMM721110M11'
16431,08/10/11,67105,'DEAM740417DEA'
16432,11/12/15,394061,'CANO730409N55'
16433,13/11/11,155928,'SAMG651002M11'
16434,19/01/16,463977,'ANG950929FJH'
16435,14/02/10,195809,'MINM720715N35'
16436,27/04/10,484916,'JILA850324J6'
16437,29/01/13,100932,'GIRJ880626G32'
16438,09/02/11,13625,'ALEI750529A56'
16439,14/03/10,266872,'BRAH750327A14'
16440,06/02/11,560864,'DELM860221D18'
16441,01/07/15,110072,'CALP590826L57'
16442,07/12/16,417530,'ROUH671226U33'
16443,30/03/12,167439,'ALSA780505A28'
16444,22/08/13,84876,'ALBM070919A43'
16445,17/04/10,341482,'QUDM691009QUD'
16446,04/11/10,481338,'CAZA070804CAZ'
16447,25/07/14,403135,'BRPB610228B4'
16448,12/01/12,7419,'PEAA640226A22'
16449,12/07/10,10519,'VAFR760823V54'
16450,18/12/12,407797,'SOMM050331S30'
16451,10/10/15,155825,'MACM040404M56'
16452,09/10/15,330194,'SAGK031205S11'
16453,24/04/15,428154,'ARMA740824A32'
16454,26/10/10,364514,'DEMF550616M31'
16455,12/12/11,527815,'MOLE400718L11'
16456,26/05/11,401209,'SALS921028S57'
16457,13/01/14,165152,'MABX650507B14'
16458,23/04/10,511612,'FUMA671216M0'
16459,28/11/11,272619,'ALMI611016M18'
16460,12/02/11,420487,'REML960428R29'
16461,28/04/11,411918,'MOGJ630726G44'
16462,31/08/11,389257,'GUMI410211M47'
16463,19/11/10,322190,'ROLG721111L56'
16464,28/06/13,33534,'ALCB531109C18'
16465,01/09/12,138519,'JILN550626L26'
16466,10/03/13,520330,'SUGF070827S59'
16467,25/05/10,412154,'MOS000114MUQ'
16468,15/05/17,461592,'BEMM590723M11'
16469,09/07/14,85315,'RUAU780321A23'
16470,03/10/16,21977,'IGBJ890923I29'
16471,10/11/11,91210,'ROCE550607C19'
16472,07/04/14,227416,'GODN690730D20'
16473,26/03/12,318723,'GOPI071229G47'
16474,12/12/11,498102,'ESAI410304A3'
16475,16/04/14,211080,'MOFF780406M58'
16476,22/04/11,555194,'AGE981117RIX'
16477,10/03/12,554948,'CODA450518D30'
16478,25/06/11,354971,'POOJ620531O27'
16479,24/07/13,283007,'ROVJ810409R50'
16480,03/04/14,322784,'MALC740402L40'
16481,17/12/10,71877,'ALGA710715G51'
16482,13/07/12,3731,'PAAB620713A11'
16483,23/05/14,305192,'FUFA830929F41'
16484,24/02/17,527143,'CAME460819M33'
16485,24/03/14,470769,'SOLI771027L12'
16486,24/11/16,462768,'VAHE640225V24'
16487,27/09/16,407853,'CASM840303C18'
16488,18/07/11,451004,'GUAH840614G4'
16489,14/09/11,137458,'ALHE770724ALH'
16490,06/08/15,348556,'ALGV710427A5'
16491,03/04/13,537772,'ROCE650525R50'
16492,02/06/15,545611,'ANLM580520L34'
16493,20/09/15,357976,'PRRN660305PRR'
16494,20/08/14,79601,'CAMA050518CAM'
16495,16/11/13,179094,'PANV960506P55'
16496,02/12/12,232561,'PRMG820704M38'
16497,05/05/17,550810,'SUSS900909S24'
16498,06/04/10,249032,'NAGM761204NAG'
16499,20/03/11,405990,'RUHP601202H31'
16500,22/09/13,378795,'REMC481127M1'
16501,18/01/14,67577,'CEPD701119P36'
16502,15/06/10,469769,'DOSA750411S29'
16503,22/03/12,552292,'FEVR880603V37'
16504,16/07/12,328086,'CRML630603M8'
16505,28/04/12,141779,'ROAM910804R18'
16506,16/10/16,297374,'JIDT970321J19'
16507,01/04/14,498784,'MOAI810128M33'
16508,19/06/14,543604,'ESMC631227ESM'
16509,28/07/15,553194,'VAJM660802V36'
16510,07/11/15,322319,'GABL610804B23'
16511,30/04/10,388159,'JIMC670707M27'
16512,20/03/12,304894,'HIML671207M4'
16513,24/07/14,515354,'NEUA900918N57'
16514,09/08/14,124600,'ESC920509GLS'
16515,04/05/14,521613,'DIAM660123D15'
16516,01/05/14,266500,'BENR501206N56'
16517,16/09/12,187357,'SIVM960120S38'
16518,26/11/14,547097,'RAJF761112R50'
16519,31/03/10,104695,'BASE450711S49'
16520,25/05/13,355552,'OCGA741014G30'
16521,01/11/14,272458,'SASJ090224S54'
16522,29/04/10,237013,'JONI711105JON'
16523,17/01/15,440923,'OLFM620722O56'
16524,10/09/11,245045,'ALNR721024A33'
16525,05/09/15,450202,'VASL660428VAS'
16526,05/07/16,1768,'DESC840120D28'
16527,25/08/14,243350,'HIDD480723D47'
16528,08/01/16,152979,'HECG890805C44'
16529,23/09/12,474551,'ZUGG870429Z58'
16530,22/01/10,516093,'MAPM640830P54'
16531,15/12/10,288764,'MADA090824M9'
16532,25/01/12,458840,'NUAD640810A12'
16533,04/04/12,361442,'HEAO471012A47'
16534,30/06/14,86403,'NUVN880907V37'
16535,07/08/13,440861,'MAMG041203M52'
16536,16/12/13,358171,'SOEO930818S57'
16537,05/12/15,414476,'ARJA960820A48'
16538,08/11/12,498778,'ROPE700103P48'
16539,10/10/11,454447,'ALBJ800612A8'
16540,22/04/14,238497,'AGNL840112A42'
16541,01/03/10,300331,'GOYJ700619Y42'
16542,30/05/10,521432,'SALI670328L9'
16543,31/05/11,431207,'EBD011115UOC'
16544,01/10/15,190254,'CALF681111L16'
16545,12/02/17,456011,'MOMF930713M21'
16546,21/01/15,72647,'ORPW750627O26'
16547,05/02/15,439897,'MAOF411126O3'
